district,crop,season,temperature,humidity,rainfall,demand,supply,price_per_kg
Namakkal,Beans,Summer,35.7,59,7.5,687,503,48.85
Virudhunagar,Cabbage,Light Rain,29.7,74,58.3,508,636,16.93
Tiruvannamalai,Okra,Normal,33.0,66,32.7,554,413,31.96
Thiruvarur,Banana,Rainy,25.1,93,188.8,651,955,19.43
Tiruchirappalli,Okra,Summer,37.9,58,2.5,563,433,39.59
Nagapattinam,Coconut,Summer,33.7,54,0.0,917,754,24.7
Villupuram,Pumpkin,Light Rain,23.3,73,54.4,384,341,19.56
Vellore,Cauliflower,Rainy,26.2,93,181.8,410,608,19.99
Coimbatore,Sugarcane,Summer,37.8,59,10.5,1208,878,6.79
Thanjavur,Beans,Summer,36.9,56,0.0,543,465,47.11
Coimbatore,Cabbage,Light Rain,26.7,78,67.9,547,622,16.89
Chennai,Cauliflower,Light Rain,25.0,74,53.9,591,497,25.53
Dindigul,Potato,Normal,30.2,59,37.0,635,607,33.87
Sivaganga,Onion,Rainy,26.9,88,195.9,675,850,22.03
Madurai,Bitter Gourd,Rainy,31.4,90,186.8,393,372,25.81
Namakkal,Banana,Summer,35.5,59,13.8,898,606,41.75
Coimbatore,Potato,Light Rain,27.1,75,69.9,653,651,29.88
Villupuram,Groundnut,Summer,35.3,62,6.5,848,624,114.7
Virudhunagar,Banana,Light Rain,28.3,71,68.0,724,906,25.49
Erode,Onion,Normal,33.6,61,20.1,739,690,32.32
Virudhunagar,Cabbage,Summer,36.3,62,6.3,630,419,27.9
Madurai,Banana,Light Rain,28.5,70,54.3,830,841,25.79
Tiruvannamalai,Mango,Normal,32.0,62,25.8,855,828,61.42
Thiruvarur,Okra,Rainy,25.2,91,187.0,434,617,21.0
Dindigul,Beans,Light Rain,26.1,76,64.5,490,552,31.68
Ramanathapuram,Onion,Rainy,27.0,84,183.6,602,800,21.75
Kanchipuram,Bitter Gourd,Normal,30.8,64,30.7,360,286,33.36
Pudukottai,Tomato,Light Rain,26.6,70,70.1,736,723,23.01
Chennai,Rice,Summer,35.5,60,7.3,1112,898,60.65
Cuddalore,Tomato,Normal,29.0,66,32.2,724,765,23.12
Sivaganga,Chilli,Normal,32.8,66,29.1,415,400,118.61
Villupuram,Beans,Normal,30.0,61,22.9,489,581,33.95
Sivaganga,Drumstick,Summer,35.9,61,3.7,448,354,60.48
Thanjavur,Rice,Normal,28.9,59,33.9,1022,1023,46.65
Dharmapuri,Onion,Normal,33.4,66,23.1,784,644,32.47
Sivaganga,Tomato,Summer,37.6,54,0.0,960,573,35.63
Chennai,Potato,Light Rain,24.3,80,70.6,642,604,28.32
Dharmapuri,Rice,Normal,31.0,59,27.8,998,942,47.84
Tiruvannamalai,Beans,Normal,30.3,67,23.3,486,469,35.36
Erode,Turmeric,Summer,37.8,54,12.5,702,509,144.09
Sivaganga,Drumstick,Rainy,29.5,84,196.0,386,565,33.61
Thanjavur,Drumstick,Light Rain,25.3,75,54.0,477,427,41.26
Salem,Tomato,Normal,31.0,59,19.5,765,815,23.67
Pudukottai,Tomato,Light Rain,28.9,73,52.1,697,845,21.64
Dharmapuri,Beans,Normal,32.7,61,22.2,627,565,36.44
Coimbatore,Corn,Summer,39.9,52,0.0,758,514,37.79
Tiruvannamalai,Beans,Light Rain,29.0,75,63.1,529,524,31.57
Salem,Drumstick,Light Rain,26.3,78,59.8,497,433,42.4
Cuddalore,Coconut,Normal,28.5,64,28.0,811,762,19.41
Thanjavur,Banana,Light Rain,28.0,72,67.5,699,834,25.3
Madurai,Banana,Normal,33.8,62,26.4,822,763,30.03
Vellore,Beans,Summer,35.8,55,4.0,645,397,57.46
Krishnagiri,Cabbage,Rainy,28.6,92,181.4,512,729,14.43
Thanjavur,Bitter Gourd,Light Rain,26.4,75,71.9,421,312,32.23
Ramanathapuram,Tapioca,Summer,36.0,52,0.2,679,505,19.32
Thiruvarur,Banana,Summer,33.5,58,5.3,977,694,39.11
Krishnagiri,Tomato,Normal,30.7,66,23.0,842,716,27.95
Madurai,Tomato,Normal,32.7,62,29.6,787,725,27.89
Tiruchirappalli,Tomato,Rainy,27.1,94,198.7,660,931,16.79
Ramanathapuram,Bitter Gourd,Normal,32.6,59,27.0,326,294,35.65
Erode,Chilli,Rainy,30.2,86,191.9,468,573,74.4
Villupuram,Corn,Light Rain,25.4,77,71.9,651,740,20.33
Pudukottai,Tomato,Light Rain,26.9,75,55.3,830,768,24.15
Coimbatore,Corn,Rainy,27.7,92,186.9,648,880,16.71
Cuddalore,Tomato,Summer,33.6,54,0.0,803,710,30.59
Kanchipuram,Beans,Summer,37.6,55,2.7,547,401,46.67
Coimbatore,Tomato,Normal,30.2,59,22.0,854,700,25.32
Villupuram,Pumpkin,Light Rain,25.9,74,59.9,393,442,18.69
Tiruvannamalai,Corn,Rainy,30.7,93,189.9,527,733,18.01
Sivaganga,Chilli,Normal,30.1,59,19.2,542,486,106.19
Tiruppur,Banana,Rainy,28.7,86,186.4,667,973,20.35
Kanchipuram,Snake Gourd,Normal,30.1,60,24.1,377,366,26.72
Coimbatore,Rice,Summer,36.6,55,10.0,1129,771,71.83
Krishnagiri,Tomato,Light Rain,28.9,72,65.3,740,778,21.22
Dharmapuri,Mango,Light Rain,28.7,72,71.5,769,951,52.44
Thiruvarur,Tomato,Rainy,26.5,94,193.8,752,941,19.12
Dindigul,Banana,Rainy,29.5,84,191.5,766,1036,21.29
Chennai,Rice,Rainy,28.9,84,181.5,929,1256,32.78
Namakkal,Groundnut,Summer,36.6,62,11.5,838,630,107.9
Coimbatore,Potato,Light Rain,28.2,73,65.7,579,757,26.98
Kanchipuram,Snake Gourd,Normal,28.0,63,29.9,359,304,28.58
Dindigul,Cabbage,Summer,40.0,60,1.0,606,458,29.06
Kanchipuram,Rice,Light Rain,25.6,76,69.8,872,1015,42.33
Nagapattinam,Beans,Light Rain,23.0,76,64.6,454,560,32.32
Dharmapuri,Rice,Light Rain,29.7,78,54.9,992,1050,43.43
Ramanathapuram,Tomato,Light Rain,29.5,75,54.8,768,720,23.36
Pudukottai,Banana,Summer,37.7,58,7.4,895,722,35.6
Dharmapuri,Potato,Normal,31.9,61,24.5,685,671,34.78
Coimbatore,Cauliflower,Light Rain,27.6,79,58.5,502,470,24.64
Sivaganga,Chilli,Normal,29.8,65,20.6,488,495,116.56
Vellore,Beans,Rainy,28.6,93,188.2,551,667,25.82
Namakkal,Rice,Light Rain,27.7,73,57.6,915,969,41.58
Tiruchirappalli,Drumstick,Light Rain,27.1,78,59.4,433,466,41.22
Tiruvannamalai,Okra,Light Rain,28.6,76,63.9,533,548,24.59
Thiruvarur,Sugarcane,Summer,34.0,52,13.4,1211,971,5.93
Villupuram,Rice,Normal,28.2,59,21.7,944,1020,50.15
Tiruvannamalai,Groundnut,Normal,32.7,61,22.2,804,664,77.45
Chennai,Bitter Gourd,Rainy,25.1,87,194.8,300,498,20.94
Chennai,Cabbage,Normal,31.3,66,31.2,559,590,21.61
Dindigul,Cabbage,Normal,33.6,65,24.3,559,658,19.68
Salem,Corn,Rainy,28.8,94,192.5,592,815,16.99
Nagapattinam,Beans,Rainy,26.7,89,192.6,535,669,28.01
Namakkal,Onion,Summer,37.2,60,1.4,926,629,46.61
Kanchipuram,Okra,Summer,34.2,57,9.0,498,360,41.13
Dindigul,Cabbage,Summer,39.0,57,2.9,696,462,28.45
Chennai,Bitter Gourd,Summer,34.1,56,9.2,395,336,42.33
Pudukottai,Tapioca,Summer,37.6,62,0.0,619,448,20.13
Thanjavur,Tomato,Rainy,27.1,86,181.5,684,925,17.89
Sivaganga,Tomato,Rainy,27.7,86,192.1,665,889,17.01
Villupuram,Tomato,Light Rain,25.8,73,61.9,829,846,24.41
Thanjavur,Onion,Light Rain,27.8,73,65.1,688,691,29.45
Tiruvannamalai,Tapioca,Light Rain,26.0,73,56.5,644,577,12.65
Vellore,Groundnut,Light Rain,26.3,78,64.2,646,772,65.82
Ramanathapuram,Chilli,Summer,38.5,54,0.8,537,436,148.95
Sivaganga,Banana,Light Rain,25.5,75,70.6,810,888,27.05
Villupuram,Tapioca,Light Rain,26.4,78,70.3,635,659,11.86
Dindigul,Carrot,Light Rain,28.0,71,70.4,474,459,36.18
Salem,Drumstick,Light Rain,26.4,75,62.0,358,350,40.93
Chennai,Brinjal,Normal,30.5,69,23.2,609,578,22.46
Villupuram,Tapioca,Normal,30.9,67,37.2,690,568,15.53
Nagapattinam,Coconut,Rainy,25.6,88,183.7,781,1056,13.15
Dindigul,Beans,Summer,39.0,52,1.6,558,511,43.43
Villupuram,Corn,Rainy,25.0,92,193.3,670,860,16.97
Dharmapuri,Tomato,Rainy,32.0,91,182.2,710,836,18.67
Thiruvarur,Onion,Rainy,26.2,84,198.8,703,852,23.85
Tiruppur,Cauliflower,Normal,31.6,61,20.7,479,533,26.46
Thiruvarur,Tapioca,Rainy,25.0,92,195.9,469,740,8.79
Madurai,Turmeric,Summer,38.7,61,8.8,682,463,140.24
Chennai,Rice,Light Rain,25.0,75,66.3,986,1077,45.61
Salem,Onion,Rainy,28.2,85,199.0,734,911,23.33
Namakkal,Drumstick,Summer,37.8,57,13.0,442,340,59.53
Dharmapuri,Mango,Light Rain,30.8,73,64.9,784,936,52.4
Vellore,Onion,Summer,36.3,54,4.9,818,654,42.02
Ramanathapuram,Pumpkin,Rainy,30.1,89,182.4,294,491,13.26
Tirunelveli,Tapioca,Normal,33.8,63,34.0,547,610,13.35
Tiruchirappalli,Tomato,Rainy,27.5,84,194.2,722,894,17.64
Virudhunagar,Beans,Light Rain,27.4,77,70.0,459,583,29.65
Chennai,Brinjal,Rainy,25.9,93,196.8,452,568,17.3
Thoothukudi,Banana,Summer,37.2,61,0.0,860,665,36.61
Coimbatore,Potato,Rainy,30.8,85,180.1,580,822,24.45
Tiruppur,Okra,Summer,38.8,56,13.8,545,393,42.7
Cuddalore,Tomato,Normal,28.2,60,29.4,766,705,27.12
Pudukottai,Tomato,Summer,36.4,57,4.0,860,697,33.43
Sivaganga,Chilli,Rainy,26.3,84,193.3,453,508,85.59
Kanchipuram,Okra,Normal,29.3,66,37.0,515,462,31.67
Pudukottai,Rice,Light Rain,25.3,80,67.8,952,967,46.58
Virudhunagar,Onion,Normal,30.0,60,25.1,777,701,33.65
Tiruchirappalli,Drumstick,Normal,29.5,65,18.5,362,420,46.77
Pudukottai,Rice,Summer,36.7,62,1.5,1055,832,63.81
Virudhunagar,Banana,Summer,40.0,55,0.0,853,618,40.03
Coimbatore,Cabbage,Normal,31.2,65,21.1,667,524,21.35
Pudukottai,Banana,Rainy,27.4,90,195.3,659,1034,19.36
Tiruchirappalli,Bitter Gourd,Light Rain,27.4,76,68.6,333,378,27.92
Tiruvannamalai,Okra,Light Rain,26.3,71,53.2,404,506,24.33
Virudhunagar,Potato,Normal,32.1,67,23.9,726,691,33.82
Thoothukudi,Tomato,Light Rain,27.2,75,56.4,751,841,22.84
Cuddalore,Onion,Summer,34.1,62,0.0,865,685,45.38
Krishnagiri,Rice,Normal,30.6,59,25.8,1000,1026,45.71
Erode,Coconut,Rainy,29.9,94,193.1,794,916,12.78
Ramanathapuram,Tapioca,Normal,31.4,62,22.8,547,523,15.0
Thiruvarur,Tomato,Rainy,24.7,91,190.1,692,986,17.66
Villupuram,Tapioca,Rainy,25.5,90,180.3,561,780,9.09
Salem,Corn,Summer,38.1,59,4.7,841,649,31.72
Salem,Onion,Light Rain,28.5,80,62.3,741,729,28.51
Ramanathapuram,Snake Gourd,Rainy,29.2,91,186.6,241,322,18.53
Erode,Beans,Rainy,29.2,89,190.4,498,714,24.32
Chennai,Cabbage,Summer,36.8,59,2.7,618,447,29.91
Madurai,Bitter Gourd,Light Rain,30.9,73,57.6,312,327,28.62
Nagapattinam,Banana,Light Rain,24.3,73,56.0,837,777,28.12
Tiruvannamalai,Groundnut,Light Rain,27.4,76,63.2,632,786,61.97
Tirunelveli,Chilli,Summer,38.3,58,8.4,528,323,156.92
Thiruvarur,Okra,Light Rain,25.1,72,62.4,406,439,26.98
Kanchipuram,Tapioca,Normal,31.4,62,22.7,695,621,13.34
Chennai,Brinjal,Summer,37.8,59,5.7,558,425,30.04
Villupuram,Groundnut,Light Rain,25.3,70,65.8,717,689,73.39
Krishnagiri,Onion,Normal,30.9,62,25.4,837,696,35.94
Thiruvarur,Tomato,Normal,27.5,69,36.5,856,830,26.86
Dindigul,Banana,Rainy,28.1,91,187.4,644,1018,18.78
Krishnagiri,Tomato,Summer,38.1,60,5.4,922,576,35.55
Erode,Beans,Light Rain,28.7,73,63.5,589,555,34.38
Kanchipuram,Coconut,Normal,30.4,62,20.6,895,796,20.0
Salem,Beans,Light Rain,26.9,74,63.7,510,478,36.24
Tiruppur,Rice,Summer,36.9,60,5.7,1026,789,59.97
Thanjavur,Groundnut,Summer,34.7,60,5.2,852,664,107.44
Thiruvarur,Tapioca,Normal,30.0,65,18.7,664,611,13.51
Namakkal,Corn,Summer,35.3,52,0.0,839,489,36.07
Dindigul,Cauliflower,Normal,31.5,60,30.8,546,497,31.22
Tiruvannamalai,Beans,Normal,30.8,59,27.8,633,454,41.85
Krishnagiri,Tomato,Rainy,28.9,92,197.5,648,942,18.48
Thiruvarur,Tomato,Summer,33.8,56,12.2,942,585,34.89
Thanjavur,Banana,Summer,35.2,60,7.6,891,619,40.29
Thanjavur,Rice,Rainy,25.1,90,182.8,913,1120,33.44
Nagapattinam,Tomato,Normal,30.7,60,35.9,792,817,24.87
Tiruchirappalli,Corn,Rainy,27.6,84,197.6,674,734,18.32
Thanjavur,Rice,Summer,37.1,60,4.8,1126,857,62.92
Coimbatore,Onion,Light Rain,26.4,74,62.6,776,740,27.49
Sivaganga,Tomato,Rainy,29.3,90,187.7,678,909,16.97
Tiruppur,Okra,Rainy,29.5,89,186.5,374,597,19.17
Tiruppur,Coconut,Summer,36.9,60,0.0,1012,762,24.52
Thoothukudi,Tapioca,Summer,36.8,61,3.8,711,558,17.01
Coimbatore,Coconut,Normal,31.0,68,30.7,884,767,18.55
Villupuram,Beans,Rainy,24.3,92,194.7,465,713,26.18
Krishnagiri,Rice,Summer,37.1,62,7.9,1050,875,68.24
Coimbatore,Corn,Normal,33.0,65,34.7,718,592,27.24
Virudhunagar,Potato,Summer,37.2,62,3.6,688,594,40.43
Tirunelveli,Chilli,Light Rain,26.5,79,58.9,526,396,104.56
Villupuram,Rice,Light Rain,26.9,76,60.7,884,1105,41.68
Thiruvarur,Banana,Light Rain,23.6,76,65.0,794,894,26.6
Pudukottai,Groundnut,Light Rain,27.6,77,71.4,777,818,73.96
Tiruchirappalli,Banana,Summer,37.0,59,13.2,850,614,40.51
Cuddalore,Okra,Summer,34.5,62,0.0,578,410,39.39
Namakkal,Tomato,Light Rain,25.7,73,59.5,745,871,20.29
Sivaganga,Drumstick,Rainy,28.0,84,194.1,359,413,33.74
Virudhunagar,Banana,Rainy,28.0,88,181.6,654,1009,18.28
Namakkal,Okra,Summer,36.6,58,9.5,491,386,41.22
Sivaganga,Beans,Light Rain,27.1,74,62.9,537,525,35.55
Tirunelveli,Chilli,Normal,31.9,61,28.7,509,377,109.9
Sivaganga,Groundnut,Light Rain,25.6,79,65.1,782,692,73.64
Chennai,Rice,Summer,35.3,55,1.3,1155,887,67.44
Namakkal,Tomato,Summer,35.9,53,0.0,898,708,35.74
Tirunelveli,Tapioca,Summer,39.6,59,1.3,688,490,20.42
Kanchipuram,Bitter Gourd,Summer,36.5,57,11.4,402,332,41.57
Tirunelveli,Ash Gourd,Rainy,30.2,85,183.0,238,434,10.97
Virudhunagar,Banana,Summer,38.0,61,0.8,870,718,39.42
Nagapattinam,Rice,Normal,27.2,66,34.3,943,981,46.84
Chennai,Onion,Summer,36.2,52,7.6,800,630,40.35
Pudukottai,Bitter Gourd,Normal,30.6,64,34.0,412,409,32.68
Kanchipuram,Onion,Light Rain,25.0,74,70.4,682,745,30.14
Erode,Rice,Normal,33.0,67,35.6,1017,962,45.22
Thanjavur,Tapioca,Rainy,25.7,89,192.4,591,663,10.45
Tirunelveli,Chilli,Light Rain,28.6,71,53.0,524,493,95.53
Coimbatore,Onion,Rainy,29.7,84,189.1,664,930,22.69
Nagapattinam,Rice,Rainy,26.1,86,185.3,899,1143,34.7
Tirunelveli,Onion,Normal,31.5,66,29.7,827,671,36.72
Vellore,Carrot,Light Rain,26.3,78,60.1,505,475,39.67
Virudhunagar,Onion,Light Rain,29.4,72,53.2,699,746,28.31
Salem,Tapioca,Summer,36.4,62,7.5,664,469,19.22
Tiruppur,Coconut,Rainy,29.2,90,190.5,720,990,13.51
Virudhunagar,Rice,Light Rain,27.2,73,60.8,913,988,40.31
Dindigul,Rice,Rainy,29.2,91,190.3,880,1137,34.87
Salem,Tapioca,Summer,37.6,60,4.9,676,577,18.74
Chennai,Okra,Light Rain,24.5,70,64.1,478,421,26.53
Thiruvarur,Drumstick,Normal,29.9,64,29.5,368,410,44.19
Erode,Tomato,Summer,39.9,52,1.6,806,636,31.83
Cuddalore,Drumstick,Summer,35.4,56,1.7,432,314,61.97
Vellore,Okra,Rainy,26.9,87,181.5,483,526,22.23
Thanjavur,Bitter Gourd,Summer,35.4,60,0.0,344,291,45.27
Thanjavur,Tapioca,Light Rain,24.3,74,64.2,651,641,12.37
Kanchipuram,Bitter Gourd,Normal,28.1,67,24.9,429,389,31.02
Erode,Onion,Normal,33.2,68,23.0,822,775,34.91
Krishnagiri,Rice,Summer,39.1,60,11.2,1035,826,69.44
Villupuram,Corn,Rainy,26.6,89,186.8,552,840,18.3
Pudukottai,Okra,Rainy,27.5,94,199.2,398,575,21.66
Tirunelveli,Tapioca,Light Rain,27.2,70,54.2,553,589,12.24
Erode,Turmeric,Rainy,28.2,92,187.7,621,800,72.58
Virudhunagar,Banana,Rainy,28.2,91,186.8,626,949,20.11
Erode,Onion,Light Rain,28.2,70,60.0,704,737,29.26
Cuddalore,Okra,Summer,33.5,58,0.0,584,438,42.21
Dharmapuri,Beans,Normal,31.9,69,19.6,633,543,35.43
Salem,Beans,Light Rain,25.7,70,53.8,506,520,31.59
Erode,Okra,Light Rain,27.9,72,60.8,549,572,28.73
Dindigul,Beans,Rainy,27.2,84,193.5,398,626,26.64
Thiruvarur,Rice,Summer,33.1,54,13.2,1114,898,68.06
Tiruvannamalai,Rice,Rainy,28.7,92,180.6,813,1128,35.25
Sivaganga,Groundnut,Normal,31.6,69,19.3,780,733,81.32
Tiruvannamalai,Corn,Summer,38.7,59,10.9,712,623,31.51
Virudhunagar,Onion,Rainy,29.6,89,192.6,712,869,21.19
Krishnagiri,Carrot,Normal,31.5,64,19.1,471,423,39.57
Tiruppur,Tomato,Light Rain,29.9,76,69.4,795,793,21.07
Salem,Mango,Light Rain,26.6,75,64.4,872,844,56.11
Nagapattinam,Tapioca,Rainy,26.8,88,188.1,571,705,10.47
Madurai,Tomato,Rainy,28.6,86,183.0,630,835,18.08
Thoothukudi,Chilli,Normal,33.7,59,33.3,560,372,115.89
Tiruchirappalli,Rice,Summer,36.4,54,4.2,1142,834,67.67
Nagapattinam,Drumstick,Normal,29.2,61,26.0,520,477,47.47
Thanjavur,Tapioca,Light Rain,27.4,73,59.1,542,659,12.08
Cuddalore,Banana,Normal,29.1,60,26.6,782,723,28.94
Krishnagiri,Tomato,Rainy,29.6,85,186.5,686,911,17.09
Tiruvannamalai,Rice,Light Rain,26.7,71,55.9,998,1108,41.07
Sivaganga,Beans,Summer,38.8,61,0.0,556,517,45.19
Krishnagiri,Rice,Rainy,28.4,84,189.0,821,1131,35.37
Dindigul,Beans,Normal,32.6,65,29.2,497,610,34.98
Tiruppur,Sugarcane,Light Rain,26.1,77,61.5,1123,1194,4.22
Ramanathapuram,Pumpkin,Rainy,28.7,93,182.4,411,492,15.03
Sivaganga,Tomato,Rainy,26.9,85,195.9,706,855,17.47
Tirunelveli,Rice,Rainy,28.5,91,197.2,892,1229,36.16
Coimbatore,Banana,Rainy,29.2,91,195.7,661,938,19.27
Villupuram,Tapioca,Summer,33.8,60,9.9,710,502,19.24
Ramanathapuram,Pumpkin,Summer,38.0,54,0.0,393,375,26.03
Salem,Tapioca,Rainy,27.0,89,183.2,482,732,9.36
Namakkal,Groundnut,Rainy,29.8,86,199.1,652,809,58.89
Madurai,Banana,Rainy,31.5,92,193.7,638,953,20.41
Dindigul,Rice,Normal,30.2,67,20.0,1025,1021,47.41
Kanchipuram,Tomato,Light Rain,26.8,75,58.2,731,846,20.62
Villupuram,Corn,Normal,27.9,63,27.9,762,639,25.22
Thanjavur,Sugarcane,Light Rain,25.8,70,55.5,1147,1188,4.61
Tirunelveli,Pumpkin,Summer,38.1,53,2.2,478,371,25.93
Pudukottai,Tapioca,Normal,32.7,67,37.0,601,630,14.14
Coimbatore,Okra,Light Rain,27.0,80,53.6,543,516,25.65
Cuddalore,Rice,Normal,28.5,62,35.1,1043,1017,50.02
Tiruppur,Okra,Normal,33.4,59,37.0,429,452,31.52
Tiruppur,Beans,Rainy,30.3,93,192.4,475,638,27.54
Madurai,Turmeric,Summer,39.8,56,6.3,777,536,141.49
Madurai,Tomato,Normal,34.4,66,27.0,769,691,28.06
Ramanathapuram,Snake Gourd,Summer,37.0,58,9.3,381,282,32.89
Krishnagiri,Beans,Summer,38.4,52,7.0,689,529,52.1
Ramanathapuram,Tomato,Light Rain,29.7,72,63.4,782,756,23.71
Villupuram,Beans,Normal,29.0,68,36.1,494,478,36.81
Chennai,Brinjal,Light Rain,25.3,76,70.9,483,496,19.8
Namakkal,Onion,Summer,35.7,58,0.0,925,587,43.93
Cuddalore,Banana,Rainy,25.4,93,197.8,647,1022,19.83
Kanchipuram,Snake Gourd,Light Rain,26.9,72,65.3,274,372,19.91
Vellore,Carrot,Light Rain,25.8,78,63.0,511,452,40.25
Sivaganga,Tomato,Rainy,28.5,91,185.8,758,964,17.47
Thanjavur,Tapioca,Light Rain,27.2,71,57.9,643,636,12.69
Salem,Tapioca,Rainy,26.0,87,185.0,519,749,9.01
Nagapattinam,Onion,Summer,35.3,56,7.6,790,550,47.21
Dharmapuri,Rice,Light Rain,29.9,77,55.7,948,958,46.81
Nagapattinam,Okra,Light Rain,26.3,71,68.2,451,419,26.03
Thiruvarur,Onion,Normal,31.0,69,31.6,852,662,32.2
Virudhunagar,Cabbage,Light Rain,26.9,74,53.1,587,680,19.19
Dharmapuri,Beans,Light Rain,30.0,80,68.8,551,595,31.24
Thanjavur,Banana,Normal,29.8,62,31.2,851,822,28.61
Kanchipuram,Tomato,Summer,37.4,55,7.7,819,592,35.14
Pudukottai,Groundnut,Summer,38.6,52,12.7,900,584,120.26
Sivaganga,Okra,Light Rain,26.6,78,52.0,419,554,24.96
Ramanathapuram,Banana,Light Rain,29.2,70,52.9,818,895,24.47
Thanjavur,Bitter Gourd,Light Rain,24.2,70,54.2,420,432,26.6
Thanjavur,Bitter Gourd,Normal,30.8,65,30.7,336,285,35.03
Ramanathapuram,Snake Gourd,Normal,33.9,67,29.3,387,393,26.87
Sivaganga,Okra,Light Rain,27.8,80,53.3,472,505,28.07
Chennai,Bitter Gourd,Summer,35.6,54,1.4,429,230,46.78
Tiruppur,Coconut,Light Rain,28.6,72,66.9,790,920,14.8
Vellore,Cabbage,Summer,36.3,59,0.0,610,514,29.13
Tiruvannamalai,Groundnut,Summer,37.0,55,13.5,800,535,102.06
Tiruppur,Beans,Light Rain,26.2,80,59.4,533,527,34.45
Tiruppur,Rice,Rainy,29.7,89,191.1,875,1234,31.69
Tiruvannamalai,Rice,Rainy,29.6,88,180.4,806,1195,31.9
Cuddalore,Rice,Rainy,24.1,91,193.6,777,1113,34.11
Madurai,Rice,Summer,37.1,54,0.7,1111,785,70.48
Thanjavur,Groundnut,Light Rain,24.5,77,61.2,780,775,69.49
Virudhunagar,Carrot,Normal,33.1,64,35.9,541,465,38.98
Dindigul,Onion,Summer,37.5,60,6.1,901,590,44.1
Dharmapuri,Potato,Summer,40.6,61,0.8,726,523,47.19
Tiruchirappalli,Okra,Light Rain,25.1,72,57.4,494,437,28.8
Pudukottai,Rice,Rainy,28.6,86,194.2,890,1211,33.8
Chennai,Rice,Light Rain,27.4,70,52.7,939,963,42.22
Thoothukudi,Rice,Summer,39.7,55,0.0,1066,898,63.67
Villupuram,Rice,Normal,27.4,59,19.3,1073,1052,45.9
Dindigul,Rice,Normal,30.8,68,22.4,1048,1038,49.57
Thoothukudi,Onion,Summer,37.6,57,4.4,807,598,46.98
Tirunelveli,Tomato,Normal,30.8,66,30.5,819,720,24.28
Salem,Okra,Summer,39.0,59,0.0,561,365,44.69
Krishnagiri,Onion,Rainy,30.9,84,194.7,630,812,23.59
Krishnagiri,Onion,Normal,31.8,63,37.6,706,701,32.06
Pudukottai,Groundnut,Normal,29.5,59,34.9,726,711,78.82
Thiruvarur,Tomato,Rainy,26.9,88,189.3,611,914,16.92
Villupuram,Onion,Rainy,27.4,93,191.8,595,841,21.64
Sivaganga,Groundnut,Rainy,27.6,90,195.3,612,858,56.74
Dindigul,Tomato,Light Rain,28.4,77,58.2,813,849,23.48
Tiruppur,Sugarcane,Summer,37.6,62,0.0,1187,893,6.99
Pudukottai,Groundnut,Normal,32.8,67,21.5,765,679,77.69
Krishnagiri,Groundnut,Normal,32.6,68,25.9,681,726,79.11
Madurai,Turmeric,Rainy,29.3,88,194.6,592,683,73.87
Namakkal,Okra,Summer,36.8,59,4.7,504,366,38.2
Thanjavur,Bitter Gourd,Rainy,25.6,84,199.0,257,380,21.21
Tirunelveli,Ash Gourd,Summer,39.2,53,5.4,415,197,29.85
Tiruvannamalai,Tapioca,Light Rain,26.1,76,68.3,647,618,11.83
Krishnagiri,Cabbage,Summer,39.6,57,1.1,650,504,29.38
Ramanathapuram,Onion,Light Rain,28.1,76,54.4,750,813,26.24
Thiruvarur,Beans,Light Rain,24.8,79,71.8,572,613,31.39
Thanjavur,Banana,Normal,30.1,66,29.0,843,830,30.21
Virudhunagar,Banana,Normal,31.2,66,19.2,898,793,31.71
Namakkal,Tomato,Light Rain,25.8,70,60.3,831,802,22.06
Ramanathapuram,Tapioca,Summer,36.4,57,0.0,616,478,19.87
Coimbatore,Okra,Rainy,27.1,92,185.2,364,522,21.09
Tirunelveli,Chilli,Rainy,29.0,94,199.0,434,546,82.23
Nagapattinam,Okra,Rainy,26.6,92,188.2,462,589,21.54
Dindigul,Potato,Summer,38.1,54,9.0,794,582,44.02
Virudhunagar,Banana,Summer,39.5,59,13.0,918,724,41.36
Chennai,Beans,Normal,31.3,60,32.3,500,600,34.81
Salem,Okra,Light Rain,26.6,75,60.0,528,443,27.23
Cuddalore,Onion,Light Rain,24.1,76,64.3,812,742,29.08
Nagapattinam,Banana,Normal,27.5,66,23.5,778,780,27.36
Vellore,Groundnut,Normal,29.0,60,29.5,718,785,74.83
Erode,Coconut,Rainy,30.6,94,180.7,724,963,13.65
Tirunelveli,Chilli,Normal,34.0,66,30.4,435,486,113.14
Dindigul,Mango,Summer,36.6,55,12.7,1036,643,83.07
Coimbatore,Cabbage,Summer,37.0,54,9.5,660,559,25.93
Madurai,Turmeric,Rainy,30.7,88,190.4,565,732,66.04
Thiruvarur,Tomato,Normal,29.0,68,20.4,785,716,27.33
Vellore,Cauliflower,Normal,30.4,63,37.6,607,577,26.84
Vellore,Tomato,Normal,32.6,62,33.0,774,754,25.09
Madurai,Mango,Rainy,29.8,92,183.6,789,1065,38.63
Thanjavur,Drumstick,Summer,36.6,54,0.7,469,391,63.7
Tiruchirappalli,Drumstick,Normal,29.7,67,29.6,424,400,49.54
Thiruvarur,Sugarcane,Light Rain,26.2,71,61.0,1137,1075,4.15
Cuddalore,Rice,Normal,28.7,62,35.9,1020,959,52.77
Ramanathapuram,Banana,Summer,38.0,62,4.7,927,648,41.37
